event_id,artist,price_zone,area,offer,ticket_price,currency,offer_type,url_id,city,venue,date,popularity,genre
vvG1IZ9fqFoPVW,blink182,4,16,1,229.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,0,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,19,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,2,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,15,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,20,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,16,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,0,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,19,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,2,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,15,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,20,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,16,1,249.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,0,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,19,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,2,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,15,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,20,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,16,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,0,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,19,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,2,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,15,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,20,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,16,00014C80000B,249.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,2,22,1,259.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,2,0,1,259.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,2,23,1,259.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,2,19,1,259.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,2,2,1,259.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,7,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,6,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,0,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,19,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,2,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,7,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,6,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,0,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,19,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,2,1,269.5,USD,ADULT,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,7,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,6,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,0,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,19,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,1,2,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,7,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,6,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,0,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,19,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,3,2,00014C80000B,269.5,USD,AISLE,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,15,10210006,279.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,19,10210006,279.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
